vehicle_number,violations
FKN00GL175748,1
FKN00GL175749,1
FKN00GL17575,1
FKN00GL175750,1
FKN00GL175751,1
FKN00GL175752,1
FKN00GL175753,1
FKN00GL175754,1
FKN00GL175755,1
FKN00GL175756,1
FKN00GL175757,1
FKN00GL175786,1
FKN00GL175787,1
FKN00GL175788,1
FKN00GL175789,1
FKN00GL17579,1
FKN00GL175760,1
FKN00GL175761,1
FKN00GL175762,1
FKN00GL175763,1
FKN00GL175764,1
FKN00GL175765,1
FKN00GL175766,1
FKN00GL175767,1
FKN00GL175768,1
FKN00GL175769,1
FKN00GL17577,1
FKN00GL175797,1
FKN00GL175798,1
FKN00GL175799,1
FKN00GL17580,1
FKN00GL175801,1
FKN00GL175802,1
FKN00GL175803,1
FKN00GL175775,1
FKN00GL175776,1
FKN00GL175778,1
FKN00GL175779,1
FKN00GL17578,1
FKN00GL175781,1
FKN00GL175782,1
FKN00GL175783,1
FKN00GL175784,1
FKN00GL175807,1
FKN00GL175808,1
FKN00GL175810,1
FKN00GL175812,1
FKN00GL175813,1
FKN00GL175814,1
FKN00GL175815,1
FKN00GL175816,1
FKN00GL175817,1
FKN00GL175818,1
FKN00GL175790,1
FKN00GL175791,1
FKN00GL175793,1
FKN00GL175794,1
FKN00GL175795,1
FKN00GL175796,1
FKN00GL124718,1
FKN00GL124719,1
FKN00GL12472,1
FKN00GL124720,1
FKN00GL124721,1
FKN00GL124722,1
FKN00GL124723,1
FKN00GL124724,1
FKN00GL124725,1
FKN00GL124726,1
FKN00GL124728,1
FKN00GL124729,1
FKN00GL12473,1
FKN00GL124701,1
FKN00GL175805,1
FKN00GL175806,1
FKN00GL175819,1
FKN00GL17582,1
FKN00GL175820,1
FKN00GL175821,1
FKN00GL175822,1
FKN00GL175823,1
FKN00GL175824,1
FKN00GL175825,1
FKN00GL175826,1
FKN00GL175827,1
FKN00GL175829,1
FKN00GL17583,1
FKN00GL175830,1
FKN00GL175831,1
FKN00GL175833,1
FKN00GL175804,1
FKN00GL175834,1
FKN00GL175835,1
FKN00GL175836,1
FKN00GL175837,1
FKN00GL175838,1
FKN00GL175839,1
FKN00GL17584,1
FKN00GL175840,1
FKN00GL175841,1
FKN00GL175842,1
FKN00GL175843,1
FKN00GL175844,1
FKN00GL175845,1
FKN00GL175846,1
FKN00GL175847,1
FKN00GL175848,1
FKN00GL175874,1
FKN00GL175875,1
FKN00GL175876,1
FKN00GL17585,1
FKN00GL175850,1
FKN00GL175852,1
FKN00GL175853,1
FKN00GL175854,1
FKN00GL175855,1
FKN00GL175856,1
FKN00GL175857,1
FKN00GL175858,1
FKN00GL175859,1
FKN00GL175860,1
FKN00GL175861,1
FKN00GL175862,1
FKN00GL175888,1
FKN00GL175889,1
FKN00GL17589,1
FKN00GL175890,1
FKN00GL175891,1
FKN00GL175863,1
FKN00GL175865,1
FKN00GL175866,1
FKN00GL175867,1
FKN00GL175868,1
FKN00GL175869,1
FKN00GL17587,1
FKN00GL175870,1
FKN00GL175871,1
FKN00GL175872,1
FKN00GL175873,1
FKN00GL175900,1
FKN00GL175902,1
FKN00GL175903,1
FKN00GL175904,1
FKN00GL175905,1
FKN00GL175906,1
FKN00GL175878,1
FKN00GL175879,1
FKN00GL175880,1
FKN00GL175881,1
FKN00GL175882,1
FKN00GL175883,1
FKN00GL175884,1
FKN00GL175885,1
FKN00GL175886,1
FKN00GL175887,1
FKN00GL124706,1
FKN00GL124707,1
FKN00GL124708,1
FKN00GL124709,1
FKN00GL12471,1
FKN00GL124711,1
FKN00GL124712,1
FKN00GL124714,1
FKN00GL124715,1
FKN00GL124688,1
FKN00GL175894,1
FKN00GL175895,1
FKN00GL175897,1
FKN00GL175898,1
FKN00GL1759,1
FKN00GL17590,1
FKN00GL175935,1
FKN00GL175908,1
FKN00GL175909,1
FKN00GL17591,1
FKN00GL175910,1
FKN00GL175912,1
FKN00GL175913,1
FKN00GL175915,1
FKN00GL175916,1
FKN00GL175918,1
FKN00GL175919,1
FKN00GL175920,1
FKN00GL175892,1
FKN00GL124702,1
FKN00GL124704,1
FKN00GL124705,1
FKN00GL17595,1
FKN00GL175950,1
FKN00GL175921,1
FKN00GL175922,1
FKN00GL175923,1
FKN00GL175924,1
FKN00GL175925,1
FKN00GL175926,1
FKN00GL175927,1
FKN00GL175928,1
FKN00GL175929,1
FKN00GL17593,1
FKN00GL175930,1
FKN00GL175932,1
FKN00GL175933,1
FKN00GL175934,1
FKN00GL175962,1
FKN00GL175963,1
FKN00GL175964,1
FKN00GL175965,1
FKN00GL175966,1
FKN00GL175936,1
FKN00GL175937,1
FKN00GL175938,1
FKN00GL175939,1
FKN00GL175940,1
FKN00GL175942,1
FKN00GL175944,1
FKN00GL175945,1
FKN00GL175946,1
FKN00GL175948,1
FKN00GL175949,1
FKN00GL175977,1
FKN00GL175978,1
FKN00GL175979,1
FKN00GL17598,1
FKN00GL175980,1
FKN00GL175951,1
FKN00GL175952,1
FKN00GL175953,1
FKN00GL175954,1
FKN00GL175955,1
FKN00GL175956,1
FKN00GL175957,1
FKN00GL175958,1
FKN00GL175959,1
FKN00GL175960,1
FKN00GL175961,1
FKN00GL175990,1
FKN00GL175991,1
FKN00GL175992,1
FKN00GL175993,1
FKN00GL175994,1
FKN00GL175995,1
FKN00GL175967,1
FKN00GL175968,1
FKN00GL175969,1
FKN00GL17597,1
FKN00GL175970,1
FKN00GL175971,1
FKN00GL175973,1
FKN00GL175974,1
FKN00GL175975,1
FKN00GL175976,1
FKN00GL176002,1
FKN00GL176004,1
FKN00GL176005,1
FKN00GL176006,1
FKN00GL176007,1
FKN00GL176008,1
FKN00GL176009,1
FKN00GL175981,1
FKN00GL175982,1
FKN00GL175983,1
FKN00GL175984,1
FKN00GL175985,1
FKN00GL175986,1
FKN00GL175987,1
FKN00GL175989,1
FKN00GL17599,1
FKN00GL176015,1
FKN00GL176016,1
FKN00GL176017,1
FKN00GL176018,1
FKN00GL176019,1
FKN00GL176020,1
FKN00GL176021,1
FKN00GL176022,1
FKN00GL176023,1
FKN00GL176024,1
FKN00GL175996,1
FKN00GL175997,1
FKN00GL175998,1
FKN00GL175999,1
FKN00GL176000,1
FKN00GL176001,1
FKN00GL17603,1
FKN00GL176030,1
FKN00GL176031,1
FKN00GL176032,1
FKN00GL176033,1
FKN00GL176034,1
FKN00GL176035,1
FKN00GL176036,1
FKN00GL176037,1
FKN00GL176038,1
FKN00GL176039,1
FKN00GL17601,1
FKN00GL176010,1
FKN00GL176012,1
FKN00GL176013,1
FKN00GL176014,1
FKN00GL124691,1
FKN00GL124692,1
FKN00GL124693,1
FKN00GL124694,1
FKN00GL124695,1
FKN00GL124696,1
FKN00GL124697,1
FKN00GL124699,1
FKN00GL1247,1
FKN00GL12470,1
FKN00GL124700,1
FKN00GL124673,1
FKN00GL176026,1
FKN00GL176027,1
FKN00GL176028,1
FKN00GL176029,1
FKN00GL176068,1
FKN00GL176040,1
FKN00GL176041,1
FKN00GL176042,1
FKN00GL176043,1
FKN00GL176044,1
FKN00GL176045,1
FKN00GL176046,1
FKN00GL176047,1
FKN00GL176048,1
FKN00GL176049,1
FKN00GL176051,1
FKN00GL176052,1
FKN00GL176025,1
FKN00GL124689,1
FKN00GL12469,1
FKN00GL176081,1
FKN00GL176082,1
FKN00GL176054,1
FKN00GL176056,1
FKN00GL176057,1
FKN00GL176058,1
FKN00GL176059,1
FKN00GL17606,1
FKN00GL176060,1
FKN00GL176061,1
FKN00GL176062,1
FKN00GL176063,1
FKN00GL176064,1
FKN00GL176065,1
FKN00GL176066,1
FKN00GL176067,1
FKN00GL176096,1
FKN00GL176097,1
FKN00GL176069,1
FKN00GL17607,1
FKN00GL176070,1
FKN00GL176071,1
FKN00GL176072,1
FKN00GL176073,1
FKN00GL176074,1
FKN00GL176075,1
FKN00GL176076,1
FKN00GL176077,1
FKN00GL176078,1
FKN00GL176079,1
FKN00GL17608,1
FKN00GL176080,1
FKN00GL176108,1
FKN00GL176109,1
FKN00GL176110,1
FKN00GL176083,1
FKN00GL176084,1
FKN00GL176085,1
FKN00GL176086,1
FKN00GL176087,1
FKN00GL176088,1
FKN00GL176089,1
FKN00GL17609,1
FKN00GL176090,1
FKN00GL176091,1
FKN00GL176093,1
FKN00GL176094,1
FKN00GL176095,1
FKN00GL176121,1
FKN00GL176122,1
FKN00GL176123,1
FKN00GL176124,1
FKN00GL176125,1
FKN00GL176098,1
FKN00GL176099,1
FKN00GL1761,1
FKN00GL176100,1
FKN00GL176101,1
FKN00GL176102,1
FKN00GL176103,1
FKN00GL176104,1
FKN00GL176105,1
FKN00GL176106,1
FKN00GL176107,1
FKN00GL176134,1
FKN00GL176135,1
FKN00GL176136,1
FKN00GL176137,1
FKN00GL176138,1
FKN00GL176139,1
FKN00GL176111,1
FKN00GL176112,1
FKN00GL176113,1
FKN00GL176114,1
FKN00GL176115,1
FKN00GL176116,1
FKN00GL176117,1
FKN00GL176119,1
FKN00GL17612,1
FKN00GL176120,1
FKN00GL176147,1
FKN00GL176148,1
FKN00GL176149,1
FKN00GL17615,1
FKN00GL176150,1
FKN00GL176151,1
FKN00GL176152,1
FKN00GL176153,1
FKN00GL176154,1
FKN00GL176126,1
FKN00GL176127,1
FKN00GL176129,1
FKN00GL17613,1
FKN00GL176130,1
FKN00GL176131,1
FKN00GL176132,1
FKN00GL176160,1
FKN00GL176161,1
FKN00GL176162,1
FKN00GL176163,1
FKN00GL176164,1
FKN00GL176165,1
FKN00GL176166,1
FKN00GL176167,1
FKN00GL176169,1
FKN00GL176140,1
FKN00GL176141,1
FKN00GL176142,1
FKN00GL176143,1
FKN00GL176144,1
FKN00GL176145,1
FKN00GL176146,1
FKN00GL176173,1
FKN00GL176174,1
FKN00GL176175,1
FKN00GL176176,1
FKN00GL176177,1
FKN00GL176178,1
FKN00GL176179,1
FKN00GL176180,1
FKN00GL176181,1
FKN00GL176182,1
FKN00GL176183,1
FKN00GL176155,1
FKN00GL176156,1
FKN00GL176157,1
FKN00GL176158,1
FKN00GL176159,1
FKN00GL176187,1
FKN00GL176188,1
FKN00GL176189,1
FKN00GL17619,1
FKN00GL176190,1
FKN00GL176191,1
FKN00GL176192,1
FKN00GL176193,1
FKN00GL176194,1
FKN00GL176195,1
FKN00GL176196,1
FKN00GL176197,1
FKN00GL176198,1
FKN00GL17617,1
FKN00GL176171,1
FKN00GL176172,1
FKN00GL176200,1
FKN00GL176201,1
FKN00GL176202,1
FKN00GL176203,1
FKN00GL176204,1
FKN00GL176205,1
FKN00GL176206,1
FKN00GL176207,1
FKN00GL176208,1
FKN00GL176209,1
FKN00GL17621,1
FKN00GL176210,1
FKN00GL176211,1
FKN00GL176184,1
FKN00GL176185,1
FKN00GL176186,1
FKN00GL176214,1
FKN00GL176215,1
FKN00GL176216,1
FKN00GL176217,1
FKN00GL176218,1
FKN00GL176219,1
FKN00GL17622,1
FKN00GL176220,1
FKN00GL176221,1
FKN00GL176222,1
FKN00GL176223,1
FKN00GL176224,1
FKN00GL176225,1
FKN00GL176227,1
FKN00GL176199,1
FKN00GL1762,1
FKN00GL124674,1
FKN00GL124675,1
FKN00GL124676,1
FKN00GL124677,1
FKN00GL124678,1
FKN00GL12468,1
FKN00GL124680,1
FKN00GL124681,1
FKN00GL124682,1
FKN00GL124683,1
FKN00GL124684,1
FKN00GL124685,1
FKN00GL124686,1
FKN00GL124687,1
FKN00GL124659,1
FKN00GL176213,1
FKN00GL176254,1
FKN00GL176255,1
FKN00GL176256,1
FKN00GL176228,1
FKN00GL176229,1
FKN00GL176230,1
FKN00GL176231,1
FKN00GL176232,1
FKN00GL176234,1
FKN00GL176235,1
FKN00GL176236,1
FKN00GL176237,1
FKN00GL176238,1
FKN00GL176239,1
FKN00GL176240,1
FKN00GL176212,1
FKN00GL176269,1
FKN00GL17627,1
FKN00GL176271,1
FKN00GL176272,1
FKN00GL176242,1
FKN00GL176243,1
FKN00GL176244,1
FKN00GL176245,1
FKN00GL176246,1
FKN00GL176247,1
FKN00GL176248,1
FKN00GL176249,1
FKN00GL17625,1
FKN00GL176250,1
FKN00GL176251,1
FKN00GL176253,1
FKN00GL176283,1
FKN00GL176284,1
FKN00GL176285,1
FKN00GL176286,1
FKN00GL176287,1
FKN00GL176257,1
FKN00GL176258,1
FKN00GL176259,1
FKN00GL17626,1
FKN00GL176260,1
FKN00GL176261,1
FKN00GL176262,1
FKN00GL176263,1
FKN00GL176265,1
FKN00GL176266,1
FKN00GL176267,1
FKN00GL176295,1
FKN00GL176296,1
FKN00GL176297,1
FKN00GL176298,1
FKN00GL176299,1
FKN00GL1763,1
FKN00GL176300,1
FKN00GL176273,1
FKN00GL176274,1
FKN00GL176275,1
FKN00GL176276,1
FKN00GL176277,1
FKN00GL176278,1
FKN00GL176279,1
FKN00GL176280,1
FKN00GL176282,1
FKN00GL176308,1
FKN00GL176309,1
FKN00GL17631,1
FKN00GL176311,1
FKN00GL176312,1
FKN00GL176313,1
FKN00GL176314,1
FKN00GL176315,1
FKN00GL176288,1
FKN00GL176289,1
FKN00GL17629,1
FKN00GL176290,1
FKN00GL176291,1
FKN00GL176292,1
FKN00GL176293,1
FKN00GL176294,1
FKN00GL124660,1
FKN00GL124661,1
FKN00GL124662,1
FKN00GL124663,1
FKN00GL124664,1
FKN00GL124665,1
FKN00GL124666,1
FKN00GL124667,1
FKN00GL124668,1
FKN00GL124669,1
FKN00GL124670,1
FKN00GL124672,1
FKN00GL124644,1
FKN00GL176302,1
FKN00GL176303,1
FKN00GL176304,1
FKN00GL176343,1
FKN00GL176344,1
FKN00GL176316,1
FKN00GL176318,1
FKN00GL176319,1
FKN00GL17632,1
FKN00GL176320,1
FKN00GL176321,1
FKN00GL176323,1
FKN00GL176326,1
FKN00GL176327,1
FKN00GL176328,1
FKN00GL176329,1
FKN00GL17633,1
FKN00GL176301,1
FKN00GL12466,1
FKN00GL176356,1
FKN00GL176357,1
FKN00GL176358,1
FKN00GL176359,1
FKN00GL176330,1
FKN00GL176332,1
FKN00GL176333,1
FKN00GL176334,1
FKN00GL176335,1
FKN00GL176336,1
FKN00GL176337,1
FKN00GL176338,1
FKN00GL176339,1
FKN00GL17634,1
FKN00GL176340,1
FKN00GL176342,1
FKN00GL176368,1
FKN00GL176369,1
FKN00GL17637,1
FKN00GL176371,1
FKN00GL176372,1
FKN00GL176373,1
FKN00GL176345,1
FKN00GL176346,1
FKN00GL176348,1
FKN00GL176349,1
FKN00GL17635,1
FKN00GL176351,1
FKN00GL176352,1
FKN00GL176353,1
FKN00GL176354,1
FKN00GL176355,1
FKN00GL17638,1
FKN00GL176380,1
FKN00GL176381,1
FKN00GL176383,1
FKN00GL176384,1
FKN00GL176386,1
FKN00GL176387,1
FKN00GL176388,1
FKN00GL17636,1
FKN00GL176360,1
FKN00GL176361,1
FKN00GL176362,1
FKN00GL176363,1
FKN00GL176365,1
FKN00GL176366,1
FKN00GL176367,1
FKN00GL124648,1
FKN00GL124649,1
FKN00GL124650,1
FKN00GL124651,1
FKN00GL124652,1
FKN00GL124653,1
FKN00GL124654,1
FKN00GL124655,1
FKN00GL124656,1
FKN00GL124658,1
FKN00GL12463,1
FKN00GL176375,1
FKN00GL176376,1
FKN00GL176377,1
FKN00GL176378,1
FKN00GL176379,1
FKN00GL176415,1
FKN00GL176416,1
FKN00GL176389,1
FKN00GL176391,1
FKN00GL176392,1
FKN00GL176393,1
FKN00GL176394,1
FKN00GL176395,1
FKN00GL176397,1
FKN00GL1764,1
FKN00GL17640,1
FKN00GL176400,1
FKN00GL176401,1
FKN00GL176374,1
FKN00GL124645,1
FKN00GL124646,1
FKN00GL176427,1
FKN00GL176429,1
FKN00GL176430,1
FKN00GL176402,1
FKN00GL176403,1
FKN00GL176404,1
FKN00GL176405,1
FKN00GL176406,1
FKN00GL176407,1
FKN00GL176408,1
FKN00GL176409,1
FKN00GL17641,1
FKN00GL176410,1
FKN00GL176411,1
FKN00GL176412,1
FKN00GL176413,1
FKN00GL176441,1
FKN00GL176442,1
FKN00GL176443,1
FKN00GL176444,1
FKN00GL176445,1
FKN00GL176417,1
FKN00GL176418,1
FKN00GL176419,1
FKN00GL17642,1
FKN00GL176420,1
FKN00GL176421,1
FKN00GL176422,1
FKN00GL176423,1
FKN00GL176424,1
FKN00GL176425,1
FKN00GL176426,1
FKN00GL176453,1
FKN00GL176454,1
FKN00GL176455,1
FKN00GL176456,1
FKN00GL176457,1
FKN00GL176459,1
FKN00GL17646,1
FKN00GL176431,1
FKN00GL176433,1
FKN00GL176434,1
FKN00GL176435,1
FKN00GL176436,1
FKN00GL176437,1
FKN00GL176438,1
FKN00GL17644,1
FKN00GL176440,1
FKN00GL124633,1
FKN00GL124634,1
FKN00GL124635,1
FKN00GL124636,1
FKN00GL124637,1
FKN00GL124639,1
FKN00GL12464,1
FKN00GL124640,1
FKN00GL124641,1
FKN00GL124642,1
FKN00GL124643,1
FKN00GL176447,1
FKN00GL176448,1
FKN00GL176450,1
FKN00GL176451,1
FKN00GL176452,1
FKN00GL176489,1
FKN00GL176460,1
FKN00GL176461,1
FKN00GL176462,1
FKN00GL176463,1
FKN00GL176464,1
FKN00GL176467,1
FKN00GL176468,1
FKN00GL17647,1
FKN00GL176470,1
FKN00GL176472,1
FKN00GL176473,1
FKN00GL176474,1
FKN00GL176446,1
FKN00GL124630,1
FKN00GL124631,1
FKN00GL176500,1
FKN00GL176501,1
FKN00GL176476,1
FKN00GL176477,1
FKN00GL176478,1
FKN00GL176479,1
FKN00GL17648,1
FKN00GL176480,1
FKN00GL176481,1
FKN00GL176482,1
FKN00GL176483,1
FKN00GL176484,1
FKN00GL176485,1
FKN00GL176486,1
FKN00GL176487,1
FKN00GL176488,1
FKN00GL176512,1
FKN00GL176513,1
FKN00GL176514,1
FKN00GL176515,1
FKN00GL176516,1
FKN00GL176517,1
FKN00GL176518,1
FKN00GL176490,1
FKN00GL176491,1
FKN00GL176492,1
FKN00GL176493,1
FKN00GL176495,1
FKN00GL176496,1
FKN00GL176497,1
FKN00GL176498,1
FKN00GL176499,1
FKN00GL176523,1
FKN00GL176524,1
FKN00GL176525,1
FKN00GL176526,1
FKN00GL176528,1
FKN00GL176530,1
FKN00GL176531,1
FKN00GL176532,1
FKN00GL176505,1
FKN00GL176506,1
FKN00GL176507,1
FKN00GL176508,1
FKN00GL176509,1
FKN00GL17651,1
FKN00GL176510,1
FKN00GL176511,1
FKN00GL176536,1
FKN00GL176537,1
FKN00GL176538,1
FKN00GL176539,1
FKN00GL17654,1
FKN00GL176540,1
FKN00GL176541,1
FKN00GL176542,1
FKN00GL176543,1
FKN00GL176544,1
FKN00GL176545,1
FKN00GL176546,1
FKN00GL176519,1
FKN00GL176520,1
FKN00GL176521,1
FKN00GL176522,1
FKN00GL176550,1
FKN00GL176551,1
FKN00GL176552,1
FKN00GL176553,1
FKN00GL176554,1
FKN00GL176555,1
FKN00GL176556,1
FKN00GL176557,1
FKN00GL176558,1
FKN00GL176559,1
FKN00GL17656,1
FKN00GL176560,1
FKN00GL176561,1
FKN00GL176533,1
FKN00GL176534,1
FKN00GL176535,1
FKN00GL124618,1
FKN00GL124619,1
FKN00GL12462,1
FKN00GL124620,1
FKN00GL124621,1
FKN00GL124622,1
FKN00GL124623,1
FKN00GL124624,1
FKN00GL124625,1
FKN00GL124626,1
FKN00GL124627,1
FKN00GL124628,1
FKN00GL124629,1
FKN00GL124600,1
FKN00GL176549,1
FKN00GL17655,1
FKN00GL176562,1
FKN00GL176563,1
FKN00GL176564,1
FKN00GL176567,1
FKN00GL176568,1
FKN00GL176569,1
FKN00GL17657,1
FKN00GL176570,1
FKN00GL176572,1
FKN00GL176573,1
FKN00GL176574,1
FKN00GL176575,1
FKN00GL176576,1
FKN00GL176548,1
FKN00GL124616,1
FKN00GL124617,1
FKN00GL17660,1
FKN00GL176601,1
FKN00GL176602,1
FKN00GL176603,1
FKN00GL176577,1
FKN00GL176579,1
FKN00GL176580,1
FKN00GL176581,1
FKN00GL176582,1
FKN00GL176583,1
FKN00GL176584,1
FKN00GL176585,1
FKN00GL176586,1
FKN00GL176588,1
FKN00GL176589,1
FKN00GL176590,1
FKN00GL176611,1
FKN00GL176612,1
FKN00GL176613,1
FKN00GL176615,1
FKN00GL176616,1
FKN00GL176617,1
FKN00GL176619,1
FKN00GL17662,1
FKN00GL176591,1
FKN00GL176592,1
FKN00GL176593,1
FKN00GL176595,1
FKN00GL176596,1
FKN00GL176598,1
FKN00GL176599,1
FKN00GL1766,1
FKN00GL176625,1
FKN00GL176627,1
FKN00GL176628,1
FKN00GL176629,1
FKN00GL17663,1
FKN00GL176630,1
FKN00GL176631,1
FKN00GL176632,1
FKN00GL176633,1
FKN00GL176634,1
FKN00GL176635,1
FKN00GL176606,1
FKN00GL176608,1
FKN00GL176609,1
FKN00GL17661,1
FKN00GL176610,1
FKN00GL124603,1
FKN00GL124604,1
FKN00GL124605,1
FKN00GL124606,1
FKN00GL124607,1
FKN00GL124608,1
FKN00GL124609,1
FKN00GL124610,1
FKN00GL124612,1
FKN00GL124613,1
FKN00GL124614,1
FKN00GL124586,1
FKN00GL176621,1
FKN00GL176622,1
FKN00GL176623,1
FKN00GL176624,1
FKN00GL176664,1
FKN00GL176637,1
FKN00GL176638,1
FKN00GL176639,1
FKN00GL17664,1
FKN00GL176640,1
FKN00GL176642,1
FKN00GL176643,1
FKN00GL176644,1
FKN00GL176645,1
FKN00GL176646,1
FKN00GL176647,1
FKN00GL176648,1
FKN00GL176649,1
FKN00GL17665,1
FKN00GL176620,1
FKN00GL176676,1
FKN00GL176677,1
FKN00GL176678,1
FKN00GL176679,1
FKN00GL176650,1
FKN00GL176651,1
FKN00GL176652,1
FKN00GL176654,1
FKN00GL176655,1
FKN00GL176658,1
FKN00GL176659,1
FKN00GL17666,1
FKN00GL176660,1
FKN00GL176661,1
FKN00GL176662,1
FKN00GL176663,1
FKN00GL176690,1
FKN00GL176691,1
FKN00GL176692,1
FKN00GL176693,1
FKN00GL176665,1
FKN00GL176666,1
FKN00GL176667,1
FKN00GL176668,1
FKN00GL176669,1
FKN00GL17667,1
FKN00GL176670,1
FKN00GL176671,1
FKN00GL176672,1
FKN00GL176673,1
FKN00GL176674,1
FKN00GL176675,1
FKN00GL176700,1
FKN00GL176701,1
FKN00GL176702,1
FKN00GL176703,1
FKN00GL176705,1
FKN00GL176706,1
FKN00GL176707,1
FKN00GL176680,1
FKN00GL176681,1
FKN00GL176682,1
FKN00GL176683,1
FKN00GL176685,1
FKN00GL176686,1
FKN00GL176687,1
FKN00GL176688,1
FKN00GL176689,1
FKN00GL176713,1
FKN00GL176714,1
FKN00GL176715,1
FKN00GL176716,1
FKN00GL176717,1
FKN00GL176719,1
FKN00GL17672,1
FKN00GL176720,1
FKN00GL176721,1
FKN00GL176694,1
FKN00GL176695,1
FKN00GL176696,1
FKN00GL176697,1
FKN00GL176698,1
FKN00GL176699,1
FKN00GL1767,1
FKN00GL176726,1
FKN00GL176727,1
FKN00GL176728,1
FKN00GL176729,1
FKN00GL17673,1
FKN00GL176730,1
FKN00GL176731,1
FKN00GL176732,1
FKN00GL176734,1
FKN00GL176735,1
FKN00GL176736,1
FKN00GL176708,1
FKN00GL176709,1
FKN00GL17671,1
FKN00GL176710,1
FKN00GL176712,1
FKN00GL124589,1
FKN00GL12459,1
FKN00GL124590,1
FKN00GL124592,1
FKN00GL124593,1
FKN00GL124594,1
FKN00GL124595,1
FKN00GL124596,1
FKN00GL124597,1
FKN00GL124598,1
FKN00GL124599,1
FKN00GL1246,1
FKN00GL12460,1
FKN00GL124571,1
FKN00GL176723,1
FKN00GL176724,1
FKN00GL176765,1
FKN00GL176737,1
FKN00GL176738,1
FKN00GL176739,1
FKN00GL176741,1
FKN00GL176742,1
FKN00GL176743,1
FKN00GL176744,1
FKN00GL176746,1
FKN00GL176748,1
FKN00GL176749,1
FKN00GL17675,1
FKN00GL176750,1
FKN00GL176722,1
FKN00GL124587,1
FKN00GL124588,1
FKN00GL176774,1
FKN00GL176775,1
FKN00GL176776,1
FKN00GL176777,1
FKN00GL176778,1
FKN00GL176751,1
FKN00GL176754,1
FKN00GL176755,1
FKN00GL176756,1
FKN00GL176757,1
FKN00GL176758,1
FKN00GL176759,1
FKN00GL17676,1
FKN00GL176760,1
FKN00GL176761,1
FKN00GL176762,1
FKN00GL176785,1
FKN00GL176787,1
FKN00GL176788,1
FKN00GL176789,1
FKN00GL17679,1
FKN00GL176790,1
FKN00GL176792,1
FKN00GL176766,1
FKN00GL176767,1
FKN00GL176768,1
FKN00GL176769,1
FKN00GL17677,1
FKN00GL176770,1
FKN00GL176771,1
FKN00GL176772,1
FKN00GL176773,1
FKN00GL124573,1
FKN00GL124574,1
FKN00GL124575,1
FKN00GL124576,1
FKN00GL124578,1
FKN00GL124579,1
FKN00GL124580,1
FKN00GL124581,1
FKN00GL124582,1
FKN00GL124583,1
FKN00GL124584,1
FKN00GL124585,1
FKN00GL124557,1
FKN00GL176781,1
FKN00GL176782,1
FKN00GL176784,1
FKN00GL17682,1
FKN00GL176822,1
FKN00GL176796,1
FKN00GL176797,1
FKN00GL176798,1
FKN00GL176799,1
FKN00GL17680,1
FKN00GL176800,1
FKN00GL176802,1
FKN00GL176803,1
FKN00GL176804,1
FKN00GL176806,1
FKN00GL176807,1
FKN00GL176808,1
FKN00GL176780,1
FKN00GL124572,1
FKN00GL176833,1
FKN00GL176834,1
FKN00GL176835,1
FKN00GL176836,1
FKN00GL176809,1
FKN00GL17681,1
FKN00GL176810,1
FKN00GL176811,1
FKN00GL176812,1
FKN00GL176813,1
FKN00GL176814,1
FKN00GL176815,1
FKN00GL176816,1
FKN00GL176817,1
FKN00GL176818,1
FKN00GL176819,1
FKN00GL176847,1
FKN00GL176848,1
FKN00GL176849,1
FKN00GL17685,1
FKN00GL176850,1
FKN00GL176851,1
FKN00GL176823,1
FKN00GL176825,1
FKN00GL176826,1
FKN00GL176827,1
FKN00GL176828,1
FKN00GL176829,1
FKN00GL17683,1
FKN00GL176830,1
FKN00GL176831,1
FKN00GL176832,1
FKN00GL176860,1
FKN00GL176861,1
FKN00GL176862,1
FKN00GL176863,1
FKN00GL176864,1
FKN00GL176865,1
FKN00GL176866,1
FKN00GL176839,1
FKN00GL17684,1
FKN00GL176840,1
FKN00GL176841,1
FKN00GL176842,1
FKN00GL176843,1
FKN00GL176844,1
FKN00GL176845,1
FKN00GL176846,1
FKN00GL176873,1
FKN00GL176874,1
FKN00GL176875,1
FKN00GL176876,1
FKN00GL176877,1
FKN00GL176878,1
FKN00GL176879,1
FKN00GL176880,1
FKN00GL176852,1
FKN00GL176853,1
FKN00GL176854,1
FKN00GL176855,1
FKN00GL176856,1
FKN00GL176857,1
FKN00GL176858,1
FKN00GL176859,1
FKN00GL176887,1
FKN00GL176888,1
FKN00GL17689,1
FKN00GL176890,1
FKN00GL176891,1
FKN00GL176892,1
FKN00GL176893,1
FKN00GL176894,1
FKN00GL176895,1
FKN00GL176867,1
FKN00GL176868,1
FKN00GL176869,1
FKN00GL17687,1
FKN00GL176870,1
FKN00GL176871,1
FKN00GL176872,1
FKN00GL124559,1
FKN00GL124560,1
FKN00GL124561,1
FKN00GL124562,1
FKN00GL124563,1
FKN00GL124564,1
FKN00GL124565,1
FKN00GL124567,1
FKN00GL124568,1
FKN00GL12457,1
FKN00GL124570,1
FKN00GL124542,1
FKN00GL176882,1
FKN00GL176884,1
FKN00GL176885,1
FKN00GL176886,1
FKN00GL176923,1
FKN00GL176896,1
FKN00GL176897,1
FKN00GL176898,1
FKN00GL176899,1
FKN00GL1769,1
FKN00GL176900,1
FKN00GL176901,1
FKN00GL176902,1
FKN00GL176903,1
FKN00GL176905,1
FKN00GL176906,1
